event_name,fight_date,fighter1,fighter2,snorkel_tier,snorkel_confidence,f1_career_fights,f1_career_win_rate,f1_career_finish_rate,f1_career_ko_rate,f1_career_sub_rate,f1_career_sig_str_per_round,f1_career_sig_str_accuracy,f1_career_td_per_round,f1_career_td_accuracy,f1_career_sub_att_per_round,f1_career_kd_per_round,f1_career_ctrl_per_round,f1_career_avg_rounds,f1_recent_win_streak,f1_recent_loss_streak,f2_career_fights,f2_career_win_rate,f2_career_finish_rate,f2_career_ko_rate,f2_career_sub_rate,f2_career_sig_str_per_round,f2_career_sig_str_accuracy,f2_career_td_per_round,f2_career_td_accuracy,f2_career_sub_att_per_round,f2_career_kd_per_round,f2_career_ctrl_per_round,f2_career_avg_rounds,f2_recent_win_streak,f2_recent_loss_streak,f1_height,f1_reach,f2_height,f2_reach,combined_finish_rate,combined_ko_rate,combined_sig_str_per_round,combined_kd_per_round,experience_diff,reach_diff,height_diff,weight_class,wc_baseline_finish_rate,is_title_fight,scheduled_rounds,year
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Leon Edwards,Carlos Prates,3,0.6,19,0.0,0.0,0.0,0.0,12.478260869565217,0.5418502202643172,0.37681159420289856,0.3611111111111111,0.11594202898550725,0.07246376811594203,58.63768115942029,3.6315789473684212,0,19,6,0.0,0.0,0.0,0.0,17.833333333333332,0.5323383084577115,0.08333333333333333,1.0,0.0,0.6666666666666666,15.333333333333334,2.0,0,6,74.0,74.0,73.0,78.0,0.0,0.0,30.311594202898547,0.7391304347826086,13,-4.0,1.0,Welterweight Bout,0.4,False,3,2025
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Beneil Dariush,Benoit Saint Denis,4,0.75,24,0.0,0.0,0.0,0.0,16.6,0.4919976289270895,0.62,0.38271604938271603,0.24,0.14,106.14,2.0833333333333335,0,24,10,0.0,0.0,0.0,0.0,20.157894736842106,0.5526695526695526,1.1578947368421053,0.3793103448275862,0.42105263157894735,0.21052631578947367,109.47368421052632,1.9,0,10,70.0,72.0,71.0,73.0,0.0,0.0,36.757894736842104,0.3505263157894737,14,-1.0,-1.0,Lightweight Bout,0.4,False,3,2025
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Bo Nickal,Rodolfo Vieira,4,0.7,5,0.0,0.0,0.0,0.0,8.666666666666666,0.5864661654135338,0.5555555555555556,0.4166666666666667,0.4444444444444444,0.1111111111111111,82.33333333333333,1.8,0,5,9,0.0,0.0,0.0,0.0,16.5,0.5574324324324325,0.9,0.23076923076923078,0.3,0.0,83.4,2.2222222222222223,0,9,73.0,76.0,72.0,73.0,0.0,0.0,25.166666666666664,0.1111111111111111,4,3.0,1.0,Middleweight Bout,0.4,False,3,2025
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Roman Kopylov,Gregory Rodrigues,2,0.5,10,0.0,0.0,0.0,0.0,21.346153846153847,0.5031731640979148,0.3076923076923077,0.42105263157894735,0.0,0.23076923076923078,23.53846153846154,2.6,0,10,11,0.0,0.0,0.0,0.0,22.916666666666668,0.5149812734082397,0.625,0.39473684210526316,0.08333333333333333,0.2916666666666667,53.333333333333336,2.1818181818181817,0,11,72.0,75.0,75.0,75.0,0.0,0.0,44.26282051282051,0.5224358974358975,1,0.0,-3.0,Middleweight Bout,0.4,False,3,2025
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Erin Blanchfield,Tracy Cortez,2,0.55,8,0.0,0.0,0.0,0.0,24.625,0.4436936936936937,0.5833333333333334,0.3181818181818182,0.25,0.0,110.83333333333333,3.0,0,8,7,0.0,0.0,0.0,0.0,18.565217391304348,0.48911798396334477,0.6521739130434783,0.45454545454545453,0.13043478260869565,0.0,111.52173913043478,3.2857142857142856,0,7,64.0,66.0,65.0,65.0,0.0,0.0,43.190217391304344,0.0,1,1.0,-1.0,Women's Flyweight Bout,0.4,False,3,2025
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Malcolm Wellmaker,Ethyn Ewing,3,0.6,2,0.0,0.0,0.0,0.0,15.5,0.6078431372549019,0.0,0.0,0.0,1.0,4.5,1.0,0,2,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,70.0,71.0,,,0.0,0.0,15.5,1.0,2,,,Featherweight Bout,0.4,False,3,2025
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Kyle Daukaus,Gerald Meerschaert,1,0.7,8,0.0,0.0,0.0,0.0,12.466666666666667,0.4921052631578947,0.6,0.23684210526315788,0.4,0.06666666666666667,111.33333333333333,1.875,0,8,24,0.0,0.0,0.0,0.0,12.4,0.4528853177501826,0.5,0.3048780487804878,0.38,0.06,54.0,2.0833333333333335,0,24,74.0,76.0,73.0,77.0,0.0,0.0,24.866666666666667,0.12666666666666665,16,-1.0,1.0,Middleweight Bout,0.4,False,3,2025
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Pat Sabatini,Chepe Mariscal,1,0.7,9,0.0,0.0,0.0,0.0,7.833333333333333,0.6211453744493393,1.1111111111111112,0.4878048780487805,0.5,0.05555555555555555,176.77777777777777,2.0,0,9,5,0.0,0.0,0.0,0.0,24.142857142857142,0.560530679933665,0.9285714285714286,0.3939393939393939,0.07142857142857142,0.0,98.5,2.8,0,5,68.0,70.0,67.0,69.0,0.0,0.0,31.976190476190474,0.05555555555555555,4,1.0,1.0,Featherweight Bout,0.4,False,3,2025
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Angela Hill,Fatima Kline,3,0.6,28,0.0,0.0,0.0,0.0,26.658536585365855,0.5029912563276576,0.25609756097560976,0.30434782608695654,0.04878048780487805,0.036585365853658534,43.59756097560975,2.9285714285714284,0,28,3,0.0,0.0,0.0,0.0,18.25,0.4965986394557823,0.375,0.6,0.0,0.125,57.125,2.6666666666666665,0,3,63.0,64.0,66.0,67.0,0.0,0.0,44.90853658536585,0.16158536585365854,25,-3.0,-3.0,Women's Strawweight Bout,0.4,False,3,2025
UFC 322: Della Maddalena vs. Makhachev,2025-11-15,Baisangur Susurkaev,Eric McConico,4,0.7,1,0.0,0.0,0.0,0.0,18.0,0.5806451612903226,1.0,0.2857142857142857,0.5,0.0,99.5,2.0,0,1,2,0.0,0.0,0.0,0.0,6.2,0.36470588235294116,0.0,0.0,0.0,0.0,38.4,2.5,0,2,74.0,79.0,72.0,77.0,0.0,0.0,24.2,0.0,1,2.0,2.0,Middleweight Bout,0.4,False,3,2025
